id_struk,waktu_transaksi,kode_outlet,kode_menu,jumlah_item,harga_satuan,hpp_satuan,total_bruto,nominal_diskon,total_netto,margin_profit,metode_bayar,tipe_pesanan
FNB-20250193,2025-01-06 13:38:00,OUT-02,MNU-08,1,28000,12000,28000,1400,26600,14600,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250194,2025-10-08 10:54:00,OUT-03,MNU-04,2,82000,45000,164000,0,164000,74000,Tunai / Cash,Dine In
FNB-20250195,2025-03-04 07:26:00,OUT-02,MNU-09,8,22000,10000,176000,0,176000,96000,Kartu Kredit,Takeaway
FNB-20250196,2025-09-23 19:00:00,OUT-03,MNU-10,8,55000,28000,440000,44000,396000,172000,Tunai / Cash,Dine In
FNB-20250197,2025-08-31 14:02:00,OUT-02,MNU-08,8,28000,12000,224000,0,224000,128000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250198,2025-01-03 07:42:00,OUT-03,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250199,2025-03-25 13:26:00,OUT-03,MNU-07,3,24000,9000,72000,0,72000,45000,Kartu Kredit,Dine In
FNB-20250200,2025-10-06 12:00:00,OUT-02,MNU-09,2,22000,10000,44000,0,44000,24000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250201,2025-08-30 21:50:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Kredit,Catering & Parcel
FNB-20250202,2025-04-27 15:15:00,OUT-03,MNU-03,2,68000,36000,136000,6800,129200,57200,Kartu Kredit,Takeaway
FNB-20250203,2025-09-27 17:02:00,OUT-03,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Dine In
FNB-20250204,2025-12-29 18:06:00,OUT-01,MNU-02,1,85000,48000,85000,4250,80750,32750,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250205,2025-05-14 14:02:00,OUT-03,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Kredit,Catering & Parcel
FNB-20250206,2025-08-23 07:24:00,OUT-02,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Catering & Parcel
FNB-20250207,2025-11-07 19:29:00,OUT-04,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Kredit,Dine In
FNB-20250208,2025-09-16 21:27:00,OUT-04,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Kredit,Online Delivery Instant
FNB-20250209,2025-02-14 15:41:00,OUT-01,MNU-09,1,22000,10000,22000,0,22000,12000,QRIS / E-Wallet,Dine In
FNB-20250210,2025-05-16 10:35:00,OUT-02,MNU-02,3,85000,48000,255000,0,255000,111000,QRIS / E-Wallet,Takeaway
FNB-20250211,2025-11-04 18:22:00,OUT-04,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Kredit,Takeaway
FNB-20250212,2025-12-21 21:53:00,OUT-05,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250213,2025-12-03 11:33:00,OUT-02,MNU-08,2,28000,12000,56000,0,56000,32000,Kartu Kredit,Takeaway
FNB-20250214,2025-04-08 16:40:00,OUT-04,MNU-09,2,22000,10000,44000,0,44000,24000,Tunai / Cash,Dine In
FNB-20250215,2025-02-08 15:58:00,OUT-04,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Kredit,Dine In
FNB-20250216,2025-03-28 07:28:00,OUT-02,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250217,2025-03-09 17:41:00,OUT-02,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Takeaway
FNB-20250218,2025-04-10 17:04:00,OUT-05,MNU-09,3,22000,10000,66000,0,66000,36000,Kartu Kredit,Catering & Parcel
FNB-20250219,2025-11-18 18:43:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Dine In
FNB-20250220,2025-02-13 12:25:00,OUT-01,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Catering & Parcel
FNB-20250221,2025-07-27 12:39:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,QRIS / E-Wallet,Takeaway
FNB-20250222,2025-12-01 12:10:00,OUT-01,MNU-07,2,24000,9000,48000,4800,43200,25200,Tunai / Cash,Catering & Parcel
FNB-20250223,2025-02-22 10:35:00,OUT-04,MNU-04,2,82000,45000,164000,8200,155800,65800,Kartu Kredit,Dine In
FNB-20250224,2025-06-15 19:30:00,OUT-01,MNU-02,3,85000,48000,255000,38250,216750,72750,QRIS / E-Wallet,Dine In
FNB-20250225,2025-04-28 11:28:00,OUT-04,MNU-01,1,75000,42000,75000,3750,71250,29250,QRIS / E-Wallet,Dine In
FNB-20250226,2025-04-09 19:33:00,OUT-05,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250227,2025-03-10 16:38:00,OUT-05,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250228,2025-12-01 08:54:00,OUT-01,MNU-09,4,22000,10000,88000,0,88000,48000,Kartu Kredit,Online Delivery Instant
FNB-20250229,2025-01-23 20:38:00,OUT-02,MNU-01,1,75000,42000,75000,3750,71250,29250,Kartu Kredit,Dine In
FNB-20250230,2025-09-05 19:08:00,OUT-01,MNU-05,3,90000,52000,270000,0,270000,114000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250231,2025-07-23 09:28:00,OUT-04,MNU-02,1,85000,48000,85000,17000,68000,20000,Kartu Kredit,Online Delivery Instant
FNB-20250232,2025-07-17 17:54:00,OUT-02,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250233,2025-03-10 18:50:00,OUT-03,MNU-07,2,24000,9000,48000,7200,40800,22800,Tunai / Cash,Catering & Parcel
FNB-20250234,2025-02-18 18:18:00,OUT-04,MNU-10,4,55000,28000,220000,0,220000,108000,Kartu Kredit,Dine In
FNB-20250235,2025-12-14 13:51:00,OUT-04,MNU-01,4,75000,42000,300000,0,300000,132000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250236,2025-04-17 10:46:00,OUT-01,MNU-01,2,75000,42000,150000,30000,120000,36000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250237,2025-02-28 21:21:00,OUT-04,MNU-05,1,90000,52000,90000,4500,85500,33500,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250238,2025-11-27 20:49:00,OUT-01,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250239,2025-01-08 08:03:00,OUT-04,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Takeaway
FNB-20250240,2025-07-31 11:33:00,OUT-05,MNU-08,2,28000,12000,56000,0,56000,32000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250241,2025-11-27 14:14:00,OUT-02,MNU-01,3,75000,42000,225000,0,225000,99000,Kartu Kredit,Dine In
FNB-20250242,2025-11-11 21:26:00,OUT-03,MNU-05,1,90000,52000,90000,4500,85500,33500,Tunai / Cash,Online Delivery Instant
FNB-20250243,2025-12-15 19:26:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Takeaway
FNB-20250244,2025-04-28 19:18:00,OUT-04,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Kredit,Online Delivery Instant
FNB-20250245,2025-04-11 15:36:00,OUT-02,MNU-02,8,85000,48000,680000,68000,612000,228000,Tunai / Cash,Online Delivery Instant
FNB-20250246,2025-11-23 07:40:00,OUT-01,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Takeaway
FNB-20250247,2025-12-06 08:37:00,OUT-02,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250248,2025-02-10 10:48:00,OUT-03,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250249,2025-09-13 12:14:00,OUT-03,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Catering & Parcel
FNB-20250250,2025-07-02 09:45:00,OUT-04,MNU-03,4,68000,36000,272000,13600,258400,114400,Kartu Debit BSI / Mandiri,Dine In
FNB-20250251,2025-10-11 17:53:00,OUT-04,MNU-10,8,55000,28000,440000,0,440000,216000,QRIS / E-Wallet,Online Delivery Instant
FNB-20250252,2025-03-01 12:21:00,OUT-05,MNU-04,3,82000,45000,246000,0,246000,111000,QRIS / E-Wallet,Catering & Parcel
FNB-20250253,2025-06-01 19:48:00,OUT-04,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250254,2025-12-02 20:14:00,OUT-01,MNU-01,2,75000,42000,150000,30000,120000,36000,QRIS / E-Wallet,Catering & Parcel
FNB-20250255,2025-10-29 09:37:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Dine In
FNB-20250256,2025-11-21 17:04:00,OUT-05,MNU-10,5,55000,28000,275000,13750,261250,121250,QRIS / E-Wallet,Takeaway
FNB-20250257,2025-10-26 08:15:00,OUT-02,MNU-06,5,45000,24000,225000,0,225000,105000,QRIS / E-Wallet,Dine In
FNB-20250258,2025-10-29 18:03:00,OUT-03,MNU-08,4,28000,12000,112000,0,112000,64000,Tunai / Cash,Takeaway
FNB-20250259,2025-01-07 10:44:00,OUT-01,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250260,2025-12-09 21:01:00,OUT-03,MNU-04,3,82000,45000,246000,0,246000,111000,Tunai / Cash,Online Delivery Instant
FNB-20250261,2025-09-20 12:23:00,OUT-03,MNU-01,3,75000,42000,225000,0,225000,99000,Kartu Kredit,Dine In
FNB-20250262,2025-08-11 07:19:00,OUT-01,MNU-02,3,85000,48000,255000,0,255000,111000,Kartu Kredit,Takeaway
FNB-20250263,2025-10-15 13:49:00,OUT-01,MNU-01,1,75000,42000,75000,7500,67500,25500,QRIS / E-Wallet,Dine In
FNB-20250264,2025-07-18 21:45:00,OUT-04,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Kredit,Online Delivery Instant
FNB-20250265,2025-12-13 10:30:00,OUT-04,MNU-02,1,85000,48000,85000,4250,80750,32750,Kartu Kredit,Online Delivery Instant
FNB-20250266,2025-05-27 12:10:00,OUT-05,MNU-08,3,28000,12000,84000,4200,79800,43800,QRIS / E-Wallet,Online Delivery Instant
FNB-20250267,2025-09-25 15:04:00,OUT-02,MNU-05,3,90000,52000,270000,40500,229500,73500,Kartu Kredit,Catering & Parcel
FNB-20250268,2025-10-31 08:39:00,OUT-02,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Catering & Parcel
FNB-20250269,2025-12-25 08:24:00,OUT-04,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Takeaway
FNB-20250270,2025-10-22 09:49:00,OUT-01,MNU-09,1,22000,10000,22000,2200,19800,9800,Tunai / Cash,Dine In
FNB-20250271,2025-11-20 14:51:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250272,2025-09-02 12:09:00,OUT-02,MNU-01,1,75000,42000,75000,11250,63750,21750,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250273,2025-12-23 07:11:00,OUT-03,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250274,2025-09-12 10:48:00,OUT-03,MNU-07,1,24000,9000,24000,0,24000,15000,QRIS / E-Wallet,Catering & Parcel
FNB-20250275,2025-09-28 19:10:00,OUT-03,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250276,2025-10-13 19:52:00,OUT-03,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Kredit,Dine In
FNB-20250277,2025-05-05 12:52:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Tunai / Cash,Online Delivery Instant
FNB-20250278,2025-02-15 15:55:00,OUT-01,MNU-07,5,24000,9000,120000,0,120000,75000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250279,2025-01-21 14:32:00,OUT-04,MNU-09,2,22000,10000,44000,0,44000,24000,QRIS / E-Wallet,Catering & Parcel
FNB-20250280,2025-03-23 16:48:00,OUT-02,MNU-05,3,90000,52000,270000,0,270000,114000,QRIS / E-Wallet,Catering & Parcel
FNB-20250281,2025-04-13 18:51:00,OUT-05,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250282,2025-12-01 21:52:00,OUT-02,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250283,2025-02-17 20:28:00,OUT-03,MNU-04,1,82000,45000,82000,0,82000,37000,QRIS / E-Wallet,Takeaway
FNB-20250284,2025-07-28 12:04:00,OUT-04,MNU-05,1,90000,52000,90000,9000,81000,29000,QRIS / E-Wallet,Catering & Parcel
FNB-20250285,2025-06-03 20:57:00,OUT-01,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Dine In
FNB-20250286,2025-01-13 12:59:00,OUT-03,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Dine In
FNB-20250287,2025-07-30 07:40:00,OUT-02,MNU-02,2,85000,48000,170000,8500,161500,65500,Kartu Kredit,Catering & Parcel
FNB-20250288,2025-09-21 12:35:00,OUT-05,MNU-01,1,75000,42000,75000,0,75000,33000,Tunai / Cash,Takeaway
FNB-20250289,2025-08-14 10:38:00,OUT-03,MNU-07,2,24000,9000,48000,0,48000,30000,QRIS / E-Wallet,Dine In
FNB-20250290,2025-08-29 19:43:00,OUT-04,MNU-09,1,22000,10000,22000,1100,20900,10900,QRIS / E-Wallet,Catering & Parcel
FNB-20250291,2025-10-14 15:44:00,OUT-05,MNU-08,4,28000,12000,112000,5600,106400,58400,Tunai / Cash,Online Delivery Instant
FNB-20250292,2025-10-03 12:24:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250293,2025-04-08 11:58:00,OUT-03,MNU-09,1,22000,10000,22000,1100,20900,10900,QRIS / E-Wallet,Dine In
FNB-20250294,2025-02-08 08:43:00,OUT-02,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Takeaway
FNB-20250295,2025-12-08 18:06:00,OUT-02,MNU-07,2,24000,9000,48000,0,48000,30000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250296,2025-05-18 15:18:00,OUT-01,MNU-06,2,45000,24000,90000,0,90000,42000,QRIS / E-Wallet,Online Delivery Instant
FNB-20250297,2025-09-13 21:01:00,OUT-05,MNU-03,2,68000,36000,136000,20400,115600,43600,QRIS / E-Wallet,Catering & Parcel
FNB-20250298,2025-05-22 19:34:00,OUT-02,MNU-04,2,82000,45000,164000,0,164000,74000,QRIS / E-Wallet,Dine In
FNB-20250299,2025-07-10 14:33:00,OUT-02,MNU-07,2,24000,9000,48000,0,48000,30000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250300,2025-10-23 11:05:00,OUT-01,MNU-02,2,85000,48000,170000,17000,153000,57000,Tunai / Cash,Catering & Parcel
FNB-20250301,2025-07-16 21:40:00,OUT-05,MNU-09,2,22000,10000,44000,8800,35200,15200,QRIS / E-Wallet,Online Delivery Instant
FNB-20250302,2025-11-03 20:22:00,OUT-01,MNU-07,2,24000,9000,48000,0,48000,30000,Kartu Kredit,Takeaway
FNB-20250303,2025-06-26 07:45:00,OUT-05,MNU-03,2,68000,36000,136000,27200,108800,36800,Tunai / Cash,Dine In
FNB-20250304,2025-10-01 13:27:00,OUT-02,MNU-05,1,90000,52000,90000,0,90000,38000,QRIS / E-Wallet,Takeaway
FNB-20250305,2025-05-21 14:02:00,OUT-02,MNU-02,2,85000,48000,170000,0,170000,74000,QRIS / E-Wallet,Catering & Parcel
FNB-20250306,2025-06-04 18:46:00,OUT-03,MNU-05,5,90000,52000,450000,0,450000,190000,Kartu Kredit,Online Delivery Instant
FNB-20250307,2025-04-06 11:27:00,OUT-04,MNU-01,3,75000,42000,225000,0,225000,99000,Kartu Kredit,Online Delivery Instant
FNB-20250308,2025-01-07 11:15:00,OUT-04,MNU-04,4,82000,45000,328000,0,328000,148000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250309,2025-07-23 20:36:00,OUT-05,MNU-02,1,85000,48000,85000,4250,80750,32750,Tunai / Cash,Online Delivery Instant
FNB-20250310,2025-10-03 20:21:00,OUT-02,MNU-02,2,85000,48000,170000,0,170000,74000,Tunai / Cash,Catering & Parcel
FNB-20250311,2025-01-31 08:29:00,OUT-05,MNU-09,1,22000,10000,22000,3300,18700,8700,Kartu Kredit,Online Delivery Instant
FNB-20250312,2025-04-22 09:05:00,OUT-05,MNU-02,3,85000,48000,255000,0,255000,111000,QRIS / E-Wallet,Online Delivery Instant
FNB-20250313,2025-01-23 21:29:00,OUT-05,MNU-06,1,45000,24000,45000,4500,40500,16500,Kartu Kredit,Catering & Parcel
FNB-20250314,2025-08-07 16:49:00,OUT-01,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Kredit,Dine In
FNB-20250315,2025-05-29 09:09:00,OUT-05,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Takeaway
FNB-20250316,2025-10-31 17:20:00,OUT-02,MNU-06,1,45000,24000,45000,6750,38250,14250,Tunai / Cash,Dine In
FNB-20250317,2025-09-17 08:12:00,OUT-04,MNU-03,5,68000,36000,340000,0,340000,160000,Tunai / Cash,Catering & Parcel
FNB-20250318,2025-10-23 09:28:00,OUT-05,MNU-01,5,75000,42000,375000,0,375000,165000,Kartu Kredit,Takeaway
FNB-20250319,2025-04-19 21:12:00,OUT-01,MNU-08,2,28000,12000,56000,0,56000,32000,Tunai / Cash,Dine In
FNB-20250320,2025-05-05 19:33:00,OUT-02,MNU-07,2,24000,9000,48000,0,48000,30000,QRIS / E-Wallet,Online Delivery Instant
FNB-20250321,2025-01-01 14:14:00,OUT-01,MNU-05,1,90000,52000,90000,0,90000,38000,QRIS / E-Wallet,Online Delivery Instant
FNB-20250322,2025-08-13 11:25:00,OUT-02,MNU-10,1,55000,28000,55000,11000,44000,16000,Tunai / Cash,Catering & Parcel
FNB-20250323,2025-04-08 18:09:00,OUT-01,MNU-07,1,24000,9000,24000,3600,20400,11400,QRIS / E-Wallet,Takeaway
FNB-20250324,2025-08-17 10:51:00,OUT-04,MNU-06,1,45000,24000,45000,6750,38250,14250,Kartu Debit BSI / Mandiri,Dine In
FNB-20250325,2025-03-23 14:58:00,OUT-03,MNU-05,2,90000,52000,180000,0,180000,76000,QRIS / E-Wallet,Takeaway
FNB-20250326,2025-06-06 15:11:00,OUT-01,MNU-09,2,22000,10000,44000,2200,41800,21800,Tunai / Cash,Takeaway
FNB-20250327,2025-11-22 08:17:00,OUT-02,MNU-08,1,28000,12000,28000,1400,26600,14600,Kartu Kredit,Catering & Parcel
FNB-20250328,2025-05-18 07:00:00,OUT-01,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250329,2025-01-14 19:04:00,OUT-05,MNU-03,2,68000,36000,136000,20400,115600,43600,QRIS / E-Wallet,Dine In
FNB-20250330,2025-10-10 15:44:00,OUT-02,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Online Delivery Instant
FNB-20250331,2025-07-22 16:05:00,OUT-05,MNU-08,3,28000,12000,84000,4200,79800,43800,Kartu Kredit,Catering & Parcel
FNB-20250332,2025-04-06 13:04:00,OUT-02,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250333,2025-12-12 15:05:00,OUT-04,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Takeaway
FNB-20250334,2025-03-23 14:04:00,OUT-02,MNU-05,5,90000,52000,450000,45000,405000,145000,Tunai / Cash,Dine In
FNB-20250335,2025-06-21 10:34:00,OUT-03,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250336,2025-05-11 08:00:00,OUT-02,MNU-07,4,24000,9000,96000,0,96000,60000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250337,2025-11-22 21:29:00,OUT-04,MNU-10,1,55000,28000,55000,0,55000,27000,Tunai / Cash,Dine In
FNB-20250338,2025-05-03 10:58:00,OUT-05,MNU-06,1,45000,24000,45000,0,45000,21000,QRIS / E-Wallet,Takeaway
FNB-20250339,2025-05-14 20:13:00,OUT-01,MNU-03,3,68000,36000,204000,0,204000,96000,QRIS / E-Wallet,Dine In
FNB-20250340,2025-07-23 11:45:00,OUT-02,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Kredit,Online Delivery Instant
FNB-20250341,2025-12-04 19:33:00,OUT-04,MNU-04,2,82000,45000,164000,24600,139400,49400,Tunai / Cash,Catering & Parcel
FNB-20250342,2025-12-31 08:20:00,OUT-04,MNU-06,1,45000,24000,45000,2250,42750,18750,QRIS / E-Wallet,Takeaway
FNB-20250343,2025-09-25 07:49:00,OUT-02,MNU-06,1,45000,24000,45000,2250,42750,18750,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250344,2025-06-19 09:17:00,OUT-01,MNU-10,4,55000,28000,220000,11000,209000,97000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250345,2025-03-10 14:54:00,OUT-03,MNU-07,10,24000,9000,240000,0,240000,150000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250346,2025-12-16 16:44:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Online Delivery Instant
FNB-20250347,2025-02-10 21:11:00,OUT-03,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Takeaway
FNB-20250348,2025-11-01 16:55:00,OUT-02,MNU-06,3,45000,24000,135000,13500,121500,49500,Kartu Kredit,Catering & Parcel
FNB-20250349,2025-12-05 10:31:00,OUT-01,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250350,2025-09-30 19:04:00,OUT-05,MNU-07,8,24000,9000,192000,9600,182400,110400,Kartu Debit BSI / Mandiri,Dine In
FNB-20250351,2025-08-07 12:49:00,OUT-02,MNU-09,3,22000,10000,66000,0,66000,36000,Tunai / Cash,Dine In
FNB-20250352,2025-05-04 17:24:00,OUT-02,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20250353,2025-08-06 18:00:00,OUT-04,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250354,2025-06-27 17:22:00,OUT-04,MNU-04,2,82000,45000,164000,0,164000,74000,Tunai / Cash,Dine In
FNB-20250355,2025-07-12 12:11:00,OUT-05,MNU-10,4,55000,28000,220000,0,220000,108000,Kartu Kredit,Online Delivery Instant
FNB-20250356,2025-01-21 21:23:00,OUT-05,MNU-03,2,68000,36000,136000,0,136000,64000,Kartu Debit BSI / Mandiri,Dine In
FNB-20250357,2025-09-07 07:24:00,OUT-04,MNU-10,3,55000,28000,165000,0,165000,81000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250358,2025-06-11 19:31:00,OUT-05,MNU-09,1,22000,10000,22000,1100,20900,10900,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250359,2025-07-25 09:48:00,OUT-05,MNU-03,1,68000,36000,68000,3400,64600,28600,QRIS / E-Wallet,Dine In
FNB-20250360,2025-07-07 12:39:00,OUT-05,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250361,2025-11-11 09:14:00,OUT-04,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Kredit,Online Delivery Instant
FNB-20250362,2025-10-11 16:16:00,OUT-03,MNU-04,3,82000,45000,246000,0,246000,111000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250363,2025-08-17 19:54:00,OUT-05,MNU-09,1,22000,10000,22000,1100,20900,10900,QRIS / E-Wallet,Online Delivery Instant
FNB-20250364,2025-12-21 19:17:00,OUT-01,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Kredit,Online Delivery Instant
FNB-20250365,2025-02-13 20:14:00,OUT-03,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Kredit,Dine In
FNB-20250366,2025-05-03 20:54:00,OUT-03,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Dine In
FNB-20250367,2025-08-07 19:43:00,OUT-02,MNU-06,3,45000,24000,135000,0,135000,63000,Kartu Kredit,Online Delivery Instant
FNB-20250368,2025-10-20 20:24:00,OUT-02,MNU-06,1,45000,24000,45000,0,45000,21000,QRIS / E-Wallet,Takeaway
FNB-20250369,2025-10-15 12:28:00,OUT-05,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20250370,2025-02-11 16:38:00,OUT-04,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Dine In
FNB-20250371,2025-03-08 16:00:00,OUT-04,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Kredit,Catering & Parcel
FNB-20250372,2025-08-28 19:46:00,OUT-03,MNU-10,4,55000,28000,220000,11000,209000,97000,Kartu Kredit,Online Delivery Instant
FNB-20250373,2025-01-30 13:29:00,OUT-05,MNU-02,1,85000,48000,85000,12750,72250,24250,Kartu Kredit,Online Delivery Instant
FNB-20250374,2025-11-26 12:51:00,OUT-05,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Takeaway
FNB-20250375,2025-01-22 13:05:00,OUT-03,MNU-04,3,82000,45000,246000,0,246000,111000,Tunai / Cash,Catering & Parcel
FNB-20250376,2025-09-01 20:06:00,OUT-02,MNU-09,2,22000,10000,44000,0,44000,24000,QRIS / E-Wallet,Takeaway
FNB-20250377,2025-12-17 14:54:00,OUT-05,MNU-02,1,85000,48000,85000,4250,80750,32750,Kartu Kredit,Dine In
FNB-20250378,2025-06-04 08:31:00,OUT-05,MNU-05,1,90000,52000,90000,4500,85500,33500,Kartu Debit BSI / Mandiri,Dine In
FNB-20250379,2025-06-29 13:25:00,OUT-02,MNU-10,1,55000,28000,55000,8250,46750,18750,Kartu Debit BSI / Mandiri,Takeaway
FNB-20250380,2025-12-20 12:57:00,OUT-02,MNU-01,1,75000,42000,75000,11250,63750,21750,Kartu Debit BSI / Mandiri,Dine In
FNB-20250381,2025-09-11 07:32:00,OUT-04,MNU-03,1,68000,36000,68000,3400,64600,28600,Tunai / Cash,Catering & Parcel
FNB-20250382,2025-03-21 09:14:00,OUT-01,MNU-09,2,22000,10000,44000,2200,41800,21800,Kartu Kredit,Dine In
FNB-20250383,2025-06-19 07:30:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Kredit,Catering & Parcel
FNB-20250384,2025-06-12 09:55:00,OUT-02,MNU-06,3,45000,24000,135000,0,135000,63000,Kartu Kredit,Dine In
FNB-20250385,2025-02-11 11:38:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Tunai / Cash,Online Delivery Instant
FNB-20250386,2025-01-20 16:14:00,OUT-04,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Takeaway
